,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6,feature_feature_7,feature_feature_8
1672,1948,3152,917,846,673,3164,920,224,3097
1673,1951,3152,1508,507,861,2433,3084,920,224
1674,1948,421,1883,807,2323,2527,846,920,1144
1675,2554,1417,2702,137,861,1615,861,920,224
1676,1234,3152,1351,2094,2928,2485,2323,920,1144
1677,1121,1417,496,767,653,600,48,920,224
1678,2352,1618,1358,507,846,984,861,920,224
1679,308,3152,1798,1247,861,2484,846,920,1144
1680,308,3152,2090,861,1974,2928,920,224,3097
1681,2554,619,1508,507,846,673,2330,2814,119
1682,308,3152,1016,861,2493,846,920,224,3097
1683,1234,3152,2307,450,861,2433,653,920,224
1684,1521,1191,1460,2152,846,984,247,920,224
1685,1121,911,653,359,846,920,224,2867,569
1686,515,1222,1624,861,1974,861,920,224,810
1687,515,2142,2323,676,653,920,224,810,3142
1688,2846,619,703,656,3084,2928,920,224,3097
1689,1948,1565,496,207,861,152,2282,920,224
1690,1521,3152,2307,656,861,1974,653,920,1144
1691,515,1943,1798,1127,653,359,846,920,1144
1692,1051,294,3091,861,2484,1777,2814,119,451
1693,2554,619,1513,653,2243,861,920,224,810
1694,515,3152,2928,495,2063,920,224,2798,2064
1695,1051,911,1883,692,653,126,2928,920,224
1696,89,2864,2908,723,844,653,2322,3084,920
1697,2846,2060,2908,723,507,861,1974,48,920
1698,3040,619,2307,1832,653,2528,846,920,224
1699,1948,3152,3091,674,846,1122,2282,920,224
1700,1550,2060,1513,861,2611,3164,920,224,810
1701,1234,3152,3058,846,673,48,920,224,3097
1702,1234,3152,1883,1551,653,359,1085,920,1144
1703,1234,3152,1381,1467,942,507,893,2675,846
1704,1521,3152,1351,2394,846,3003,653,920,1144
1705,308,3152,2957,1515,861,2323,920,224,810
1706,2846,619,2281,846,1924,2063,920,224,810
1707,515,3152,2593,1110,2323,596,2323,920,224
1708,308,3152,2104,846,121,3164,920,224,2798
1709,515,221,496,1846,846,1881,3164,920,224
1710,308,3152,1381,1467,942,507,893,2675,846
1711,1234,3152,2387,450,653,359,861,920,224
1712,194,3152,2300,947,846,1340,653,920,1144
1713,2347,378,1798,861,2073,653,920,224,3097
1714,308,3152,1883,1472,846,673,3164,920,224
1715,2554,1417,2300,807,653,359,1047,920,1144
1716,1234,3152,1513,861,152,653,920,224,2867
1717,2248,1417,1513,2928,473,3023,920,224,810
1718,3040,911,1381,1467,942,507,893,2675,2323
1719,2605,2446,496,653,210,48,920,224,810
1720,1951,3152,2927,1177,861,213,48,920,224
1721,1234,3152,2593,2509,861,1974,846,920,224
1722,3040,2770,1513,1394,861,2124,1085,920,224
1723,515,1222,1381,1467,942,507,893,2675,846
1724,1521,421,1229,1060,861,1974,2928,920,224
1725,1951,3152,3155,1832,846,673,861,920,1144
1726,1234,3152,496,846,1203,3164,920,224,810
1727,1521,1191,3091,653,1225,1649,920,224,810
1728,1234,3152,1081,1187,653,2243,653,920,224
1729,1051,1191,1538,846,1372,1085,920,224,810
1730,1948,421,968,2286,861,1974,2063,920,224
1731,194,1191,829,692,2323,2610,2928,920,224
1732,1234,3152,90,861,2484,757,920,224,810
1733,1133,294,968,653,524,2003,920,224,3097
1734,89,1417,1351,842,861,1114,2086,349,920
1735,308,3152,3155,2272,1077,861,1974,48,920
1736,1948,3152,2927,2509,2928,461,2323,920,224
1737,1234,3152,1081,861,2484,48,920,224,810
1738,3040,509,1229,1629,861,1974,1047,920,224
1739,1948,421,1883,1824,653,2668,48,920,224
1740,2846,3152,861,621,1649,920,224,2867,1108
1741,1948,3152,1433,1047,2844,846,920,224,3097
1742,1951,3152,2264,653,2668,48,920,224,810
1743,308,3152,49,198,2024,653,359,1047,920
1744,2347,1696,1523,948,2928,2003,920,224,810
1745,1449,2770,3155,1220,844,846,3003,2928,920
1746,2598,2918,1081,861,152,1085,920,224,3097
1747,308,3152,2307,861,1974,861,920,1144,1761
1748,3040,2060,2908,723,844,861,1114,710,3084
1749,1521,1535,1872,653,2528,653,920,224,2798
1750,1234,3152,1798,861,1974,3084,920,224,3097
1751,1948,421,2556,861,213,2063,920,224,810
1752,1550,509,1399,2796,2323,2070,1649,920,224
1753,308,3152,1381,1467,942,507,893,2675,653
1754,515,294,1460,798,846,673,846,920,224
1755,1051,2918,496,861,468,1649,920,224,810
1756,1948,3152,2212,861,2124,1085,920,224,810
1757,1234,3152,1381,1467,942,507,893,2675,2323
1758,1051,1222,629,846,759,861,920,224,3097
1759,1234,3152,28,861,425,861,920,224,810
1760,1521,1222,2264,1978,846,654,861,920,224
1761,1521,3152,1226,507,861,3148,2323,920,224
1762,1948,1565,2104,2716,861,1974,846,920,224
1763,1521,1079,2928,2518,48,920,224,3097,1722
1764,1234,3152,2281,861,489,757,920,224,810
1765,515,3152,3128,861,152,846,920,224,810
1766,194,294,1381,1467,942,507,893,2675,653
1767,1948,3152,289,1979,861,1282,861,920,1144
1768,1550,2060,2387,2024,861,1974,48,920,224
1769,2605,433,1381,1467,942,507,893,2675,861
1770,1051,1079,49,844,846,3003,3001,2928,920
1771,2554,1417,1016,1086,2928,892,846,920,224
1772,2069,1417,1883,2992,861,1320,653,920,224
1773,1948,3152,1523,1657,2928,497,846,920,224
1774,1234,3152,1513,2928,2485,2063,920,224,810
1775,308,3059,846,1203,861,920,224,2867,819
1776,1951,3152,1508,507,846,3003,3084,920,224
1777,2347,509,2908,507,653,2322,2323,920,1144
1778,670,1191,865,1463,861,1974,1085,920,224
1779,2598,2060,638,2053,846,673,846,920,224
1780,308,3152,496,846,2410,3164,920,224,810
1781,2605,1222,3058,116,2323,2610,653,920,224
1782,1948,421,1508,507,861,2493,2063,920,224
1783,308,3152,3059,846,2410,1281,2814,119,1644
1784,308,1381,1467,942,507,893,2675,2323,1501
1785,1951,2770,90,861,2484,2003,920,224,810
1786,308,3152,1820,450,2928,653,920,224,2798
1787,2248,1535,49,844,861,1114,2086,861,920
1788,1234,3152,2300,1872,861,1974,1047,920,1144
1789,1521,421,496,846,673,2003,920,224,3097
1790,308,3152,917,137,861,2433,653,920,1144
1791,1948,3152,333,861,213,510,2814,119,1644
1792,1951,1143,2908,723,507,2928,2518,2323,920
1793,1948,3152,917,507,653,359,3084,920,224
1794,454,1535,2702,2141,861,2484,653,920,224
1795,1948,3152,1082,861,2484,846,920,224,3097
1796,308,3152,2702,861,1974,1085,920,224,3097
1797,3040,2918,507,861,2493,653,920,224,810
1798,1234,3152,1523,2405,861,489,1085,920,224
1799,1948,3152,1081,2509,861,2505,861,920,224
1800,1948,3152,1107,1873,653,359,48,920,224
1801,1948,3152,1081,491,653,1225,2282,920,224
1802,3068,3152,428,653,126,356,920,224,2798
1803,1554,1191,1735,653,3164,920,224,810,2604
1804,515,3152,1381,1467,942,507,893,2675,653
1805,1234,3152,3155,1832,846,3003,3001,1649,920
1806,1951,3152,496,861,1615,846,920,224,810
1807,1234,3152,2300,1978,861,1974,846,920,224
1808,2554,2060,3155,1220,844,653,2322,48,920
1809,1234,3152,49,2940,507,861,2433,2323,920
1810,1951,3152,507,2928,834,356,920,224,2798
1811,2605,433,466,2094,653,2528,2396,920,1144
1812,2347,3152,1460,692,2323,2004,2928,920,224
1813,1051,2446,865,2659,861,1320,653,920,224
1814,2846,2060,1082,385,861,1701,653,920,224
1815,2248,1535,967,653,2668,2282,920,224,810
1816,2554,619,2979,861,1974,757,920,224,3097
1817,2846,619,967,798,846,252,2282,920,224
1818,1521,1535,2256,507,846,673,48,920,1144
1819,2858,2918,2984,861,2073,1085,920,224,3097
1820,1550,2770,967,798,846,252,3164,920,224
1821,2598,2060,499,2024,846,2639,1047,920,1144
1822,1951,3152,374,2024,846,673,846,920,1144
1823,1449,1713,2256,3141,1,507,1619,493,861
1824,1948,421,581,846,2987,846,920,224,2867
1825,2598,509,2256,3141,1,507,1619,493,861
1826,2605,3152,1361,861,1320,846,920,224,810
1827,1121,3152,1952,861,468,653,920,224,2798
1828,308,3152,2941,846,673,1085,920,224,3097
1829,1948,3152,2952,861,1974,3164,920,224,3097
1830,194,1191,204,653,210,573,920,224,2798
1831,1521,3152,2984,846,759,1649,920,224,810
1832,308,3152,2440,2024,653,181,349,920,224
1833,1948,3152,9,861,1974,48,920,224,810
1834,515,294,981,846,45,2063,920,224,3097
1835,515,165,1309,656,861,2484,653,920,224
1836,1234,3152,1863,2094,846,673,653,920,1144
1837,308,3152,899,507,48,479,48,920,1144
1838,308,3152,3155,2673,846,673,3164,920,1144
1839,1234,3152,581,3010,2928,1661,1047,920,224
1840,2554,166,981,570,846,609,2282,920,224
1841,515,294,833,846,759,2063,920,224,3097
1842,308,3152,2334,653,1304,3164,920,224,810
1843,1554,3152,2979,2759,861,231,846,920,224
1844,1521,1079,833,846,151,757,920,224,3097
1845,1521,1191,899,446,656,653,181,2129,349
1846,2598,1535,981,846,1881,1649,920,224,810
1847,515,294,2941,846,1633,846,920,224,3097
1848,2554,3152,2256,3141,507,846,2639,2842,653
1849,1951,3152,2984,861,489,846,920,224,3097
1850,1554,2918,833,846,121,2003,920,224,810
1851,515,294,2256,3141,1,507,1619,493,861
1852,2846,2918,2256,3141,1,507,1619,493,846
1853,308,3152,1828,861,213,3164,920,224,810
1854,308,3152,2256,3141,1,507,1619,493,861
1855,1234,3152,1030,846,45,846,920,224,810
1856,515,1222,1828,653,2668,2282,920,224,810
1857,515,3152,1242,656,846,45,48,920,224
1858,1948,1565,2984,48,765,2282,920,224,3097
1859,308,1522,87,861,1974,846,920,224,3097
1860,515,294,2256,3141,1,507,1619,493,846
1861,1948,1565,2984,861,2297,2282,920,224,3097
1862,1550,684,2979,1253,2323,1427,653,920,224
1863,308,3152,2655,2024,861,1974,2323,920,224
1864,1948,3152,1936,846,1687,3023,920,224,810
1865,1550,2770,1242,861,2484,48,920,224,393
1866,1121,1191,2440,2024,861,231,3164,920,224
1867,308,2,653,2224,2928,920,224,3097,2151
1868,515,294,967,653,474,48,920,224,810
1869,2554,619,2256,507,861,960,653,920,1144
1870,194,1191,1081,861,468,48,920,224,810
1871,1521,1222,956,861,1974,861,920,224,810
1872,308,3152,499,798,861,2484,3164,920,1144
1873,2665,1417,586,3111,861,960,861,920,224
1874,1951,2770,2256,3141,1,507,1619,493,861
1875,1948,3152,499,861,231,2928,920,1144,1761
1876,438,1191,2256,3141,1,507,1619,493,861
1877,308,3152,1936,1657,861,420,3023,920,224
1878,1234,3152,981,653,2668,3164,920,224,810
1879,1550,3152,1909,2344,653,2243,757,920,224
1880,1234,3152,1936,653,1539,2003,920,224,810
1881,1234,3152,2066,2407,1194,653,784,349,920
1882,1550,2060,51,1451,1354,2323,1427,661,920
1883,1948,421,2334,2928,2139,846,920,224,2867
1884,2069,3152,1936,861,2611,2003,2814,119,1644
1885,438,1417,1936,2323,1963,653,920,224,810
1886,1234,3152,2436,798,861,1974,48,920,224
1887,308,3152,2984,861,231,846,920,224,810
1888,1948,3152,3059,653,1403,2282,920,224,810
1889,1554,1713,333,861,489,1281,2814,119,1644
1890,308,3152,1778,2500,2928,1825,3023,920,224
1891,2347,2446,51,1942,1469,846,487,48,1436
1892,1234,3152,1301,861,2172,1085,920,1907,2185
1893,2605,3152,2121,861,1709,48,920,224,3097
1894,2554,1417,1301,2323,1455,1649,920,224,810
1895,1234,3152,2927,861,2297,48,920,224,810
1896,2248,2060,2281,653,248,3023,920,224,810
1897,2554,166,967,2315,861,213,757,920,1907
1898,308,3152,653,145,757,2814,2922,2293,2095
1899,1948,3152,1464,861,2591,266,2814,119,1644
1900,1951,421,2789,507,861,2861,861,920,224
1901,2846,476,380,1463,2928,2738,1085,920,1907
1902,1948,3152,2928,1677,3164,920,1907,2185,1043
1903,1550,1191,1541,2928,1661,846,920,1907,2185
1904,2846,421,1301,861,44,48,920,1907,2185
1905,1521,1222,677,1217,2323,2070,846,920,224
1906,515,1222,677,861,1955,1085,920,1907,2185
1907,515,3152,2481,415,861,420,861,920,1907
1908,2248,433,2556,2294,846,1687,3045,2814,119
1909,1948,3152,1464,861,213,2919,2814,119,1644
1910,2665,3152,2281,846,121,48,920,224,2867
1911,1951,3152,2255,861,2484,861,920,224,810
1912,1951,2770,1301,653,1275,3164,920,224,3097
1913,1521,421,1828,1286,653,2243,48,920,224
1914,515,294,496,2323,2897,846,920,224,3097
1915,2858,2864,1081,2716,48,693,846,920,224
1916,1951,3152,591,1841,2521,2928,2738,2928,808
1917,1550,911,1294,653,2668,3164,920,224,810
1918,1550,2060,452,861,425,1281,2814,119,1644
1919,2598,2918,2963,570,846,2987,846,920,224
1920,3040,2918,591,2628,989,861,960,550,846
1921,515,3152,380,653,861,920,224,810,754
1922,1550,3152,1053,589,2928,2139,861,920,224
1923,1554,294,1053,1162,2928,2198,861,920,224
1924,308,3152,2121,2053,861,960,349,920,224
1925,1951,2770,2355,1329,653,2383,861,920,224
1926,2846,2464,1301,2928,473,861,920,224,810
1927,1951,2770,498,2024,846,45,2063,920,224
1928,1951,3152,583,653,2056,48,920,224,810
1929,89,619,677,861,152,2282,920,224,810
1930,3048,294,3059,207,861,152,861,920,224
1931,1521,1191,885,798,861,2073,48,920,224
1932,3048,509,2984,1899,846,1687,1649,920,224
1933,3048,3152,1622,1000,989,2928,1605,777,861
1934,1554,1222,2354,861,1974,2928,920,224,3097
1935,515,591,2628,989,3084,34,48,2413,920
1936,308,3152,2984,653,811,48,920,224,810
1937,1948,3152,2963,270,861,231,846,920,224
1938,1550,509,2084,2094,861,960,861,920,224
1939,1951,3152,967,674,653,1539,691,920,224
1940,308,3152,2984,653,2668,48,920,224,2867
1941,308,591,2628,989,861,960,550,846,994
1942,1521,2142,1513,861,152,2928,920,224,810
1943,1948,3152,677,2928,1661,2063,920,224,810
1944,308,2334,98,846,3103,653,920,224,810
1945,308,3152,1081,548,2928,2485,861,920,224
1946,2554,619,677,1617,861,1709,757,920,224
1947,2554,166,3155,1120,653,2119,861,920,1144
1948,2347,3152,1301,2323,1963,3164,920,224,810
1949,308,1799,1127,861,231,2323,920,224,3097
1950,2248,619,677,1788,861,213,2063,920,224
1951,1234,3152,2354,2306,653,784,861,920,224
1952,1234,3152,1301,861,489,3164,920,224,2867
1953,1234,3152,2334,861,2297,846,920,224,810
1954,1554,421,2984,1324,653,2668,653,920,224
1955,515,2142,1909,861,2089,1281,2814,119,1644
1956,2858,1535,591,2628,989,653,181,1244,861
1957,1521,1535,2029,2928,2030,653,920,224,810
1958,1234,3152,2663,2152,861,537,48,920,224
1959,2347,1079,496,861,187,2063,920,224,810
1960,1234,3152,591,2628,989,861,960,550,661
1961,1521,1535,967,1433,48,765,2063,920,224
1962,515,294,1081,653,600,2928,920,224,393
1963,1234,3152,160,519,861,2484,846,920,1144
1964,2347,166,885,39,2928,2738,2928,920,224
1965,1521,1535,967,618,653,210,861,920,224
1966,1554,1535,1513,2716,1047,1527,3164,920,224
1967,2554,619,2984,2323,1963,2282,920,224,810
1968,2605,433,937,1617,861,1974,3084,920,224
1969,1234,3152,3059,846,2787,2282,920,224,810
1970,1234,3152,1301,653,210,3164,920,224,810
1971,1550,226,496,861,2297,2063,920,224,3097
1972,1234,3152,709,861,1974,48,920,224,3097
1973,308,1541,861,425,2003,2814,119,451,1134
1974,515,3152,2481,798,2928,2518,653,920,224
1975,1234,3152,2928,131,1085,920,224,810,1259
1976,1951,3152,2121,846,1881,2282,920,224,3097
1977,308,3152,2307,507,653,359,3164,920,1144
1978,308,3152,2354,656,861,1546,861,920,224
1979,2846,2446,2593,2024,861,2325,3164,920,224
1980,1234,3152,2121,653,210,2323,920,224,3097
1981,1948,3152,2334,653,1403,1085,920,224,810
1982,308,3152,1301,154,861,2484,2063,920,224
1983,438,1222,357,861,1709,3164,920,1907,2185
1984,1948,3152,937,846,1881,2003,920,224,3097
1985,1521,1222,917,2595,846,673,3084,920,224
1986,308,3152,1936,846,609,1281,2814,119,1644
1987,1521,421,2557,653,1403,1174,2814,119,1644
1988,1948,421,2212,570,48,1939,2003,920,224
1989,1951,2770,2481,1361,861,2073,653,920,224
1990,2554,619,677,570,846,1203,1085,2814,119
1991,1234,3152,2818,87,861,2073,2928,920,224
1992,1051,294,2481,3010,846,654,3164,920,224
1993,3068,221,586,202,507,861,1866,861,920
1994,1234,3152,677,2323,2070,2063,920,1907,2185
1995,1550,2770,1464,1632,846,1203,992,2814,119
1996,1521,1535,496,861,1974,653,920,224,3097
1997,1948,421,1053,861,2505,1649,920,224,3097
1998,1550,1079,591,507,2928,1605,846,1128,920
1999,1449,911,498,1463,861,1974,48,1556,920
2000,1234,3152,1792,87,846,759,2063,920,224
2001,2846,2060,2957,1083,861,1974,861,920,224
2002,1948,3152,2687,507,861,960,3084,920,1144
2003,1234,3152,1883,1361,846,673,861,920,224
2004,1951,421,2122,507,846,673,3164,920,224
2005,1951,3152,2818,222,861,2484,1085,920,224
2006,308,3152,2984,236,2928,1661,3164,920,224
2007,438,619,967,861,2505,861,920,224,2867
2008,2347,1191,496,861,2484,2063,920,224,3097
2009,1521,1191,2957,861,2484,48,920,224,3097
2010,308,3152,498,1060,861,960,2063,920,224
2011,1133,1417,1952,861,2297,2063,920,224,3097
2012,1234,3152,591,507,653,181,48,2540,920
2013,1521,421,885,2024,653,784,846,920,224
2014,1234,3152,2963,656,861,231,3164,920,224
2015,1051,1417,917,348,2928,2485,1085,920,1144
2016,2846,1713,2687,507,861,231,2063,3006,920
2017,1948,3152,2556,861,2845,1174,2814,119,1644
2018,1234,3152,1301,2928,473,757,920,224,3097
2019,2554,2060,2687,507,846,2639,1174,920,1144
2020,515,1222,499,798,653,210,846,920,1144
2021,839,3152,591,507,846,2639,653,2525,920
2022,2598,1191,591,507,653,181,846,1128,920
2023,1948,3152,1707,1873,653,210,1649,920,224
2024,1948,3152,1095,507,846,673,861,920,1144
2025,1951,3152,1466,507,2928,2351,653,920,1144
2026,1234,3152,51,2046,653,784,3164,920,1907
2027,1554,476,1464,653,248,48,920,224,810
2028,1234,3152,1301,1232,846,3103,48,920,224
2029,1951,2770,2354,2373,653,210,2063,920,224
2030,308,3152,1301,653,2668,2282,920,224,810
2031,438,1222,1301,2714,653,811,846,920,224
2032,1948,421,3059,2149,653,1304,757,920,224
2033,1951,3152,51,1674,3109,3084,782,861,218
2034,308,3152,1541,861,1955,757,2814,119,451
2035,1948,3152,1541,2928,1649,920,224,810,1031
2036,2665,1417,1356,1463,653,2063,920,1907,2185
2037,515,1222,677,653,2243,1649,920,224,810
2038,1948,421,1464,861,213,3045,2814,119,1644
2039,1234,3152,937,653,1569,2063,920,224,810
2040,1521,3152,677,861,736,1085,920,224,810
2041,1234,3152,1541,385,861,213,2282,920,224
2042,515,3152,2334,1790,2928,1126,1174,2814,119
2043,1951,2770,1301,2323,1455,846,920,224,810
2044,1234,3152,1301,1429,653,1093,757,920,224
2045,1948,3152,583,846,3103,48,920,224,810
2046,2605,165,481,861,213,1085,920,224,810
2047,308,1294,3084,846,920,224,810,1013,1075
2048,2846,1713,2481,1240,861,142,2063,920,224
2049,515,294,1301,2323,2921,757,920,224,810
2050,1948,3152,1186,846,3103,1281,2814,119,1644
2051,2248,378,629,543,1047,555,846,920,224
2052,1951,2770,1301,653,811,3023,920,224,810
2053,1521,1191,1541,1039,861,152,1649,920,224
2054,89,1191,1301,1373,653,811,1649,920,224
2055,2846,307,864,2928,1756,48,920,224,810
2056,1550,1079,273,653,1422,1649,920,1907,1612
2057,308,3152,1301,861,1621,2003,920,1907,1612
2058,308,2281,846,2999,2003,920,224,810,588
2059,194,619,1909,861,2089,510,2814,119,1644
2060,1550,221,1294,861,1621,1174,2814,119,451
2061,2554,476,2620,236,861,2260,861,920,224
2062,1948,421,833,861,152,2063,920,1907,2185
2063,1234,3152,1301,653,2668,2282,920,1907,2185
2064,1948,3152,1294,2323,676,846,920,224,810
2065,1234,3152,1053,1235,861,213,653,920,224
2066,2248,294,2334,653,2243,1047,920,224,810
2067,2347,911,1301,653,811,3164,920,1907,1612
2068,3068,221,2818,846,3121,846,920,1907,2185
2069,1234,3152,833,1394,861,420,1649,920,224
2070,3048,619,2334,1553,861,2611,757,920,224
2071,1521,1222,833,2323,260,48,920,1907,2185
2072,1521,1222,2334,861,2484,1085,920,224,810
2073,515,1222,2557,846,3103,1649,920,224,810
2074,1951,165,2984,861,2484,2063,920,224,810
2075,1234,3152,1053,861,152,48,920,224,810
2076,2665,619,1523,674,653,1499,2063,920,224
2077,1234,3152,2334,1217,861,621,3023,920,224
2078,2554,476,2334,653,811,3164,920,224,810
2079,1234,3152,2334,2928,188,653,920,224,810
2080,89,1417,3059,861,107,1649,920,224,2867
2081,1554,1535,1828,861,213,653,920,224,810
2082,2605,509,2334,861,1955,2063,920,224,810
2083,1521,3152,967,491,48,1534,757,920,224
2084,2598,3152,1828,653,1944,2282,920,1907,2185
2085,308,3152,3059,861,2845,1649,920,224,810
2086,515,3152,2263,861,107,992,2814,119,1644
2087,515,294,967,861,213,1649,920,224,810
2088,3040,1535,2984,861,2484,2063,920,224,810
2089,308,3152,833,653,1649,920,224,810,2604
2090,1951,3152,2334,236,846,3103,1085,920,224
2091,1234,3152,833,846,1881,3023,920,1907,1612
2092,1951,2770,374,2716,653,653,920,1907,2185
2093,2598,3152,2334,2928,2607,3164,920,224,810
2094,308,833,2928,2030,846,920,1907,2185,2538
2095,1951,3152,1053,2928,473,3164,920,224,810
2096,1951,2770,2334,2114,653,2243,1649,920,224
2097,1948,1565,2334,1412,861,425,1649,920,224
2098,1234,3152,2334,653,1304,2282,920,224,810
2099,1726,619,1936,861,1842,2282,920,224,810
2100,1521,1222,2818,2928,951,2063,920,224,810
2101,2605,2918,2984,2257,653,2668,1085,920,224
2102,2248,3152,499,3035,861,736,846,920,1907
2103,1948,3152,3059,653,1093,2919,920,224,810
2104,1951,2770,833,861,152,2063,920,224,2867
2105,308,3152,2440,1899,846,759,846,920,224
2106,1234,3152,1936,861,1955,1085,920,224,810
2107,1951,2770,967,1324,653,474,2919,2814,119
2108,308,3152,1936,1412,2928,131,48,920,224
2109,1951,3152,2687,2458,2923,861,1974,2928,920
2110,1521,3152,2334,40,2928,1126,48,920,224
2111,1234,3152,2334,362,653,2243,1085,920,224
2112,308,2818,2757,2928,1659,653,920,224,810
2113,2605,2770,967,861,3063,2063,920,224,810
2114,2554,2060,2984,653,2243,1085,920,224,810
2115,1234,3152,1585,1931,2928,1605,3164,920,1907
2116,1550,509,1936,2868,2928,497,1649,920,224
2117,2352,1535,1909,653,1539,2282,920,224,810
2118,2554,619,2334,2323,48,920,224,810,277
2119,2598,1191,833,653,1944,861,920,1907,2185
2120,2554,619,333,2622,2928,473,3023,920,224
2121,308,3152,1053,78,653,2033,846,920,224
2122,1234,3152,452,861,489,757,920,224,810
2123,2846,2918,1936,1429,653,1304,3023,920,224
2124,1234,3152,1936,1412,2928,473,2282,920,1907
2125,1550,1618,2281,1336,846,3103,48,920,224
2126,308,3152,967,3154,1047,1649,920,224,810
2127,1234,3152,333,861,213,2003,920,224,810
2128,1550,1417,1828,653,2243,653,920,224,810
2129,2605,1222,1053,2928,1616,861,920,1907,2185
2130,308,3152,2334,653,1944,2282,920,1907,2185
2131,1726,509,2334,2928,473,1649,920,1907,2185
2132,1951,2770,1936,861,213,1777,920,224,810
2133,515,1222,2334,861,213,2282,920,224,810
2134,1951,421,1053,2323,1963,48,920,224,810
2135,1948,3152,1053,2323,1963,846,920,1907,2185
2136,2846,2060,981,861,468,3164,920,1907,2185
2137,2347,2918,2,846,1203,2063,920,224,3097
2138,2347,509,1513,861,152,1174,920,224,810
2139,1121,433,3022,653,126,2063,920,224,3097
2140,2554,1417,376,846,759,3164,920,1907,2185
2141,1051,1222,2192,3010,653,2103,48,920,1907
2142,2554,166,2663,2562,2928,2738,1085,920,1907
2143,2846,2060,833,653,2243,1649,920,224,810
2144,2605,619,967,846,759,2282,920,224,810
2145,1948,3152,1523,846,1881,2282,920,224,810
2146,1051,378,1053,867,2928,1659,2003,920,224
2147,2248,619,1638,861,1709,1777,920,224,3097
2148,308,2256,844,861,1974,510,920,1144,1761
2149,3040,294,333,861,1751,2330,2814,119,1644
2150,1051,433,2984,653,2668,2063,920,224,3097
2151,2605,2918,3022,2141,861,960,48,920,224
2152,1951,3152,1828,861,213,2063,920,224,3097
2153,2347,3152,2281,653,600,2063,920,224,810
2154,1234,3152,586,2024,861,736,3164,920,1144
2155,89,1417,2984,861,187,757,920,224,810
2156,2347,433,2984,653,1416,846,920,224,810
2157,2352,1535,333,653,1539,510,2814,119,1644
2158,1234,3152,499,1202,861,1974,3084,920,1144
2159,454,2060,1778,385,861,2164,2063,920,224
2160,1234,3152,2,798,861,44,3164,920,224
2161,1121,2918,981,861,2124,2003,920,224,3097
2162,1234,3152,2281,861,152,3045,2814,119,1644
2163,2248,166,2984,1795,861,489,1777,920,224
2164,308,3152,2687,2024,653,181,2928,920,1144
2165,1948,421,956,861,231,1085,920,224,2867
2166,1948,1565,1096,861,2484,2928,920,224,810
2167,1521,3152,1129,16,861,2484,861,920,1144
2168,1948,1565,2256,3141,507,846,2639,2842,573
2169,1948,421,2941,1077,653,359,653,920,1144
2170,1521,1079,2307,1361,861,1320,1649,920,224
2171,1234,3152,1936,2323,2766,1649,920,224,810
2172,1948,3152,1053,2866,2928,2485,861,920,224
2173,3040,1417,2256,3141,507,861,960,1959,2063
2174,1951,421,2300,846,759,2323,920,224,3097
2175,3040,1191,490,2323,1085,920,1907,2185,298
2176,1948,1565,1301,846,3103,2063,920,224,810
2177,1948,3152,1294,653,2243,3164,920,224,2867
2178,2605,1079,2387,2323,1848,846,920,224,810
2179,2846,619,1510,2928,2063,920,1907,2302,3153
2180,2248,1535,2192,656,2323,1967,3164,920,1907
2181,1554,294,2583,2277,3084,846,1511,920,1907
2182,1234,3152,861,468,3164,920,224,2798,326
2183,515,1696,642,1469,653,181,379,2928,351
2184,2605,433,2984,653,811,3164,920,224,810
2185,1521,1191,981,861,1594,2282,920,224,810
2186,515,294,1681,653,811,2282,920,1907,2185
2187,1121,476,2979,861,537,48,920,224,810
2188,1521,1565,1541,861,152,2282,920,224,810
2189,1951,3152,1541,2323,1963,1777,2814,119,451
2190,2846,2918,2481,653,1569,3164,920,224,3097
2191,515,3152,1936,861,1594,3023,920,224,810
2192,1951,3152,1318,2323,1734,691,2814,119,1644
2193,2248,1417,1541,861,44,1085,920,1907,2185
2194,1234,3152,490,653,1275,846,920,224,810
2195,308,3152,1186,2928,1616,2063,920,1907,2185
2196,1948,421,915,653,210,846,920,224,810
2197,308,1301,653,2243,2063,920,224,810,3054
2198,308,937,653,2243,1649,920,224,810,602
2199,2846,3152,2281,2315,861,152,3023,920,224
2200,1234,3152,1541,1498,861,489,757,920,224
2201,2248,509,1936,861,489,2003,920,224,810
2202,1951,3152,1301,861,152,3023,920,224,810
2203,515,294,1301,653,2668,2282,920,224,810
2204,1521,1222,2952,653,856,3164,920,224,810
2205,2554,619,516,1141,653,1430,2063,920,1907
2206,308,3152,967,861,2297,2282,920,224,810
2207,1948,3152,677,702,2928,461,2282,920,224
2208,1449,294,677,846,759,1174,2814,119,1644
2209,1948,3152,864,653,210,2928,920,1907,2185
2210,1521,1191,516,861,1615,846,920,224,3097
2211,1951,3152,516,846,45,1085,920,224,3097
2212,1234,3152,3022,1077,861,1546,3164,920,224
2213,1234,3152,490,861,489,1777,920,224,810
2214,1948,1565,1301,570,861,213,3164,920,224
2215,1521,1222,2818,1617,653,2891,3164,920,224
2216,1234,3152,3078,1047,253,653,920,1907,2185
2217,1234,3152,1294,861,1955,3164,920,224,2581
2218,2554,1222,3091,2700,2928,1724,2063,920,224
2219,1234,3152,2017,1657,846,1687,757,920,224
2220,1726,2918,490,653,2243,48,920,1907,2185
