,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6
2276,2,12,16,35,49,61,68
2277,2,16,35,61,98,247,414
2278,14,181,196,403,456,578,661
2279,16,35,81,95,251,681,2924
2280,2,12,24,25,49,60,61
2281,10,49,76,80,81,84,87
2282,0,452,806,2377,3442,3660,4165
2283,2,32,49,99,138,153,505
2284,2,12,49,83,87,94,105
2285,163,176,753,1785,4787,8028,11204
2286,0,13,184,368,382,464,527
2287,5842,7957,12014,13188,14413,16151,19379
2288,10,13,174,222,593,661,665
2289,2,49,87,251,729,1063,13753
2290,42,82,87,120,138,153,251
2291,35,49,73,81,83,90,109
2292,0,12,16,32,42,49,81
2293,12,505,3245,3328,8537,9301,10852
2294,12,73,156,414,505,832,1264
2295,87,88,7929,10525,10662,10678,11058
2296,2,110,389,716,1264,2130,2736
2297,0,12,16,32,42,49,79
2298,32,49,63,87,96,120,194
2299,0,2,10,32,42,49,61
2300,0,83,153,172,269,351,447
2301,61,505,523,3918,7575,7585,7768
2302,9301,15543,15782,16047,17223,21342,30536
2303,81,94,174,512,1305,1806,2002
2304,7,76,80,93,174,382,404
2305,1,2,7,9,10,62,71
2306,0,71,156,368,395,512,837
2307,2,12,15,16,35,42,60
2308,12,13,61,80,150,269,414
2309,167,251,1043,2002,6581,7548,11058
2310,431,2002,11936,12048,12346,15540,22123
2311,88,119,179,806,2882,2991,3698
2312,142,238,523,711,1507,1628,5501
2313,12,16,87,138,414,505,523
2314,0,91,146,178,210,325,707
2315,12,32,42,49,90,96,97
2316,62,108,251,278,505,604,644
2317,328,675,925,2030,2086,2340,3660
2318,49,392,877,890,1258,1291,1385
2319,12,16,35,42,61,138,153
2320,81,108,382,505,729,1387,2002
2321,729,7575,9850,11269,12028,14679,14712
2322,16,150,505,681,888,1884,4930
2323,12,73,83,96,105,200,251
2324,32,49,81,108,200,437,578
2325,42,100,174,414,523,733,2002
2326,122,382,527,555,597,613,813
2327,94,1378,1945,3034,5274,6129,7308
2328,35,251,454,1734,2482,3141,5040
2329,49,60,87,108,387,505,859
2330,0,10,49,71,76,94,108
2331,34,83,325,681,729,945,3324
2332,454,505,523,729,5040,5274,5842
2333,84,110,112,113,184,437,467
2334,13,49,80,87,94,174,269
2335,273,385,387,604,837,877,946
2336,2,12,61,94,1264,3863,8784
2337,1043,5166,5516,5627,6240,6637,7493
2338,25,80,84,87,88,174,269
2339,0,153,697,2002,12466,16699,28156
2340,594,620,832,925,1101,3970,9301
2341,0,13,16,25,28,35,49
2342,13,87,108,153,351,392,395
2343,0,32,62,81,108,110,112
2344,0,13,14,25,80,108,174
2345,25,661,1128,2257,2328,4579,5065
2346,0,6,13,25,94,108,181
2347,6,7,9,80,112,156,325
2348,13,87,635,1264,3333,5777,9437
2349,2,7,110,113,269,315,392
2350,12,13,25,32,49,67,73
2351,13,25,88,91,98,108,109
2352,87,88,251,395,508,559,650
2353,110,112,877,1785,2892,7576,8576
2354,7,9,25,87,153,251,269
2355,467,2001,3017,4092,4122,4641,8250
2356,111,2295,2632,3013,3292,4528,5813
2357,81,87,91,112,134,174,315
2358,12,61,2717,3328,4301,4677,4976
2359,42,63,82,95,97,109,304
2360,49,332,675,1264,2313,2514,3034
2361,505,3660,5040,13512,15782,21220,24706
2362,0,13,49,81,87,156,174
2363,45,49,61,83,258,263,286
2364,12,13,35,49,61,87,94
2365,0,1,6,10,12,13,35
2366,1884,2238,7929,9043,9301,12111,12200
2367,2,9,10,16,35,42,71
2368,49,126,170,181,365,368,388
2369,0,90,395,495,807,1013,1348
2370,81,90,108,156,167,169,172
2371,2,12,25,61,280,505,2130
2372,280,1264,5046,8273,10542,11189,12966
2373,2,12,35,45,46,58,61
2374,5,58,280,365,373,436,504
2375,10,12,35,49,60,62,87
2376,49,81,87,593,822,893,1115
2377,368,400,512,527,578,661,715
2378,169,174,464,508,661,832,841
2379,2,12,25,109,138,153,301
2380,82,87,325,392,398,431,432
2381,16,87,95,146,153,473,505
2382,87,2052,3406,7064,7929,10725,10892
2383,2,12,25,49,92,96,156
2384,246,373,505,675,681,729,5235
2385,13,80,84,87,88,94,110
2386,2,7,42,69,80,138,230
2387,138,5842,11058,12014,19286,21342,28908
2388,430,796,4358,4553,4743,4927,5251
2389,88,138,368,432,506,1264,3302
2390,859,1095,1743,2209,2401,2693,18257
2391,120,138,505,523,3050,5842,7378
2392,385,454,505,895,7180,9301,18351
2393,13,389,464,578,613,665,814
2394,0,10,162,251,351,794,814
2395,25,382,661,1024,1082,1111,1120
2396,7,12,32,49,80,81,82
2397,942,1083,1432,1758,1785,2002,2351
2398,13,25,49,87,95,122,173
2399,12,61,523,716,2286,10680,13715
2400,2,49,83,87,174,251,310
2401,12,16,25,71,87,95,97
2402,42,49,83,95,96,109,138
2403,2,32,42,61,63,78,81
2404,49,63,109,1063,1101,1865,5274
2405,83,86,87,95,138,153,304
2406,12,87,398,1101,3328,6754,12014
2407,90,1063,2482,5842,10680,12737,13683
2408,12,61,258,454,505,523,729
2409,2,10,12,16,32,90,138
2410,60,150,505,4301,9846,14332,18012
2411,12,42,81,87,90,98,108
2412,12,49,97,200,278,505,514
2413,78,153,505,4143,7929,14413,15047
2414,12,16,177,220,301,523,675
2415,2,12,16,25,49,61,73
2416,2,12,32,35,49,61,81
2417,0,12,16,32,35,49,79
2418,87,110,267,431,1237,1962,7919
2419,517,523,1785,2063,7957,13521,15677
2420,138,181,4892,11359,12406,13804,14126
2421,1063,1264,1865,2868,4488,6195,6583
2422,49,87,325,389,398,494,2793
2423,16,42,63,73,81,138,150
2424,90,97,105,108,109,134,138
2425,12,97,2330,2914,4302,6195,7128
2426,0,2,7,10,12,15,16
2427,81,94,110,311,325,716,729
2428,16,35,95,97,126,254,523
2429,7,12,16,25,32,49,80
2430,2,10,12,16,32,49,61
2431,2,5,10,25,32,42,49
2432,0,218,398,794,806,1043,1047
2433,12,25,112,620,661,1191,5880
2434,87,108,432,661,1095,2514,5646
2435,82,87,88,99,106,112,122
2436,272,351,832,869,1257,1526,2002
2437,87,437,505,594,620,753,832
2438,517,1785,2086,3765,13500,21342,25355
2439,94,231,794,953,1159,2238,2377
2440,153,7896,8113,12098,12737,16929,18054
2441,32,42,63,90,109,153,190
2442,16,95,138,153,1101,2340,4301
2443,0,32,42,60,63,108,109
2444,0,2,5,10,12,16,25
2445,0,25,80,112,138,184,220
2446,6,25,80,145,181,304,364
2447,3677,4595,11816,11915,13106,15546,15553
2448,2,258,471,620,935,937,1472
2449,2,10,16,28,32,42,49
2450,742,1031,1733,2367,2417,2708,4680
2451,6,15,106,159,258,376,398
2452,8056,11222,12427,14089,16055,19640,21439
2453,2,12,16,25,61,68,73
2454,80,263,414,453,505,508,668
2455,42,91,138,153,163,251,437
2456,5,145,159,184,186,246,263
2457,711,944,6616,7980,9368,11551,13521
2458,246,796,806,2143,2266,4147,10429
2459,2,61,68,70,263,373,431
2460,1252,2122,2898,11204,19174,20020,21171
2461,231,988,1000,2183,2258,2330,4056
2462,45,231,263,1223,1428,2102,2204
2463,45,61,138,213,244,263,347
2464,2,12,35,45,222,373,675
2465,46,68,195,230,246,258,263
2466,492,675,1705,2107,2110,3323,4280
2467,76,80,223,235,241,375,567
2468,68,181,194,231,263,436,532
2469,1,112,388,431,620,794,888
2470,280,7084,8273,10306,10882,11227,12532
2471,20,112,235,382,532,567,589
2472,246,411,1534,3455,5958,7113,18104
2473,1,2,25,61,68,145,181
2474,251,398,697,1063,1101,1264,3164
2475,76,222,965,976,1000,1296,2011
2476,795,796,6365,13102,14519,16181,27279
2477,464,578,587,604,814,1046,1208
2478,0,10,224,263,391,453,604
2479,1,2,13,25,46,68,104
2480,431,604,806,1915,3105,6658,8548
2481,12,80,263,675,716,1264,2154
2482,0,2,10,12,13,14,25
2483,1,5,10,74,104,174,181
2484,28,42,71,120,142,150,179
2485,0,8,13,86,382,640,863
2486,25,414,508,540,756,930,1000
2487,25,71,99,101,128,138,220
2488,587,1208,1542,5753,8440,10174,20377
2489,0,108,220,241,368,382,454
2490,2,12,15,16,25,35,42
2491,263,415,500,1166,2284,2704,2857
2492,0,1,10,108,224,388,604
2493,156,395,496,502,817,1929,6039
2494,16,32,49,87,109,251,278
2495,14,15,16,25,32,35,42
2496,25,251,278,540,604,917,1460
2497,32,62,218,278,454,523,620
2498,174,661,697,832,1752,2715,2898
2499,108,174,224,389,401,524,525
2500,0,224,251,1752,2408,2898,2902
2501,97,120,126,138,278,414,451
2502,0,49,120,174,368,382,388
2503,0,836,3432,4267,4350,9303,13656
2504,794,795,808,1147,6077,9999,19183
2505,43,464,567,675,816,1135,1534
2506,120,505,1801,2910,7856,8091,8557
2507,12,1101,7751,7929,8150,9703,10991
2508,0,14,79,91,99,138,153
2509,12,16,42,63,81,82,87
2510,15,16,32,63,73,78,82
2511,1,13,15,25,76,80,156
2512,0,10,13,73,87,108,112
2513,32,42,60,109,138,153,190
2514,14,25,68,108,222,230,231
2515,0,10,87,122,156,167,169
2516,0,15,63,74,126,136,170
2517,87,98,108,110,389,431,620
2518,0,2,12,16,25,32,35
2519,32,120,138,278,454,504,1063
2520,0,2,10,12,13,15,16
2521,0,1,2,5,6,7,10
2522,2,15,42,60,61,63,86
2523,32,138,153,251,620,3764,5289
2524,451,647,3859,10151,10393,12121,12636
2525,12,32,42,49,82,87,110
2526,10,12,16,32,42,49,60
2527,108,109,278,454,523,1264,3175
2528,12,16,32,35,42,60,61
2529,32,91,138,153,167,278,454
2530,0,10,12,15,16,32,35
2531,13,25,153,293,385,458,1016
2532,15,99,108,770,832,837,1968
2533,32,278,1665,7957,8028,8349,8492
2534,2,25,42,96,109,120,153
2535,16,138,153,251,454,661,729
2536,7548,12014,13188,20137,21295,24306,29230
2537,16,35,42,95,138,145,167
2538,32,35,42,49,87,95,109
2539,63,153,454,523,3790,8028,8349
2540,42,138,190,7542,12821,23319,25866
2541,16,120,414,505,1264,2536,3185
2542,12,32,35,42,87,91,104
2543,2395,3050,3779,8361,8492,15575,15771
2544,0,2,10,12,16,35,42
2545,5193,7924,13795,15124,15782,21770,24307
2546,138,647,3132,4350,6334,7595,8028
2547,647,4032,4975,7929,8154,9426,10084
2548,0,224,246,2235,4778,5753,8150
2549,16,42,109,113,138,174,218
2550,25,32,109,138,222,278,464
2551,32,138,153,454,523,1063,1101
2552,16,32,61,87,109,110,112
2553,153,395,505,832,1264,7929,11560
2554,42,174,278,1035,2482,2575,3487
2555,60,138,153,167,251,278,454
2556,0,2,14,15,25,74,121
2557,278,504,1575,2877,4677,6691,7412
2558,15,109,138,153,278,318,451
2559,1,7,25,74,76,101,349
2560,174,654,814,832,1445,7929,8802
2561,14694,15581,16038,16484,18723,19725,23593
2562,5657,6935,7675,10084,13529,18206,20383
2563,42,168,188,194,278,451,454
2564,32,109,138,153,167,224,278
2565,0,15,74,99,156,328,427
2566,13,16,32,35,42,60,63
2567,0,1,7,106,112,122,188
2568,2,13,25,49,108,110,112
2569,62,108,110,153,156,174,218
2570,589,604,832,1000,2109,4916,6039
2571,6,16,25,97,126,278,385
2572,0,12,13,14,15,25,32
2573,181,213,220,251,278,301,451
2574,15,95,99,136,138,153,156
2575,7,14,49,80,122,156,170
2576,25,71,104,224,225,587,603
2577,366,527,555,621,661,883,1095
2578,523,661,1348,1378,2142,2482,3803
2579,0,153,174,224,275,278,326
2580,99,278,864,1063,6334,22670,28156
2581,650,6581,15581,15925,20373,21342,25154
2582,1053,3034,6165,6883,7929,11560,13795
2583,15,32,49,114,122,136,174
2584,87,661,953,1095,1114,8454,9301
2585,138,574,832,836,3105,6569,8028
2586,675,758,814,832,1043,1422,1942
2587,12,13,86,96,275,389,398
2588,0,5,12,25,71,87,156
2589,0,2,5,9,10,32,61
2590,63,109,138,153,212,220,278
2591,81,505,3328,6164,7929,9804,10892
2592,138,251,368,505,1095,2980,5040
2593,9,16,25,28,387,1017,1264
2594,6,87,108,110,169,207,467
2595,42,81,108,505,4677,6015,10365
2596,61,86,97,140,414,505,814
2597,251,505,1717,7896,7929,12999,14945
2598,2,12,35,61,73,83,140
2599,12,42,87,523,675,711,754
2600,15,60,73,190,301,311,414
2601,12,16,42,63,105,153,454
2602,2002,5040,7896,9301,12085,21159,21486
2603,0,10,83,325,505,758,832
2604,63,153,414,454,505,642,724
2605,12,16,49,81,82,84,87
2606,12,16,35,153,505,729,1063
2607,25,387,711,716,1095,1564,2238
2608,0,12,49,108,156,174,251
2609,3050,4261,5842,9301,11058,11976,27006
2610,12,49,60,81,109,126,138
2611,12,62,81,87,91,108,112
2612,94,138,557,1063,3677,9301,17710
2613,395,711,2640,7929,8847,9301,10346
2614,35,98,138,153,505,681,729
2615,87,138,156,174,204,325,505
2616,3126,6129,14636,16274,21342,21415,23742
2617,12,71,423,675,1146,1264,2003
2618,2,12,16,49,61,81,82
2619,12,97,251,325,505,729,5842
2620,0,10,12,16,35,42,49
2621,108,112,395,422,508,604,620
2622,587,702,2490,5274,6015,9530,10639
2623,71,95,97,120,153,218,955
2624,10,62,81,90,369,398,494
2625,395,813,930,6684,11572,12063,14093
2626,95,505,729,13804,18911,19899,28908
2627,7,25,76,80,101,239,364
2628,2,153,167,220,301,505,1884
2629,0,10,13,25,31,76,128
2630,12,80,87,269,675,5040,5888
2631,94,1292,1655,1806,2002,2040,2377
2632,80,237,1743,3352,5101,7017,7345
2633,7,108,508,764,1113,1206,1820
2634,0,156,514,832,1005,1095,1806
2635,2,10,25,84,87,96,106
2636,12,13,25,49,87,505,2002
2637,368,399,464,597,601,620,675
2638,1226,2377,4377,6564,13494,15752,22621
2639,12,90,220,716,1063,1101,4301
2640,1436,1865,1945,2481,3453,3660,5777
2641,0,5,7,9,13,25,71
2642,12,32,82,109,138,153,167
2643,369,432,525,763,770,802,1609
2644,16,97,120,138,153,454,505
2645,1,2,12,25,35,49,61
2646,80,81,108,110,392,398,505
2647,42,1063,2482,5274,7896,10640,10680
2648,5,15,60,63,88,108,153
2649,6,9,60,71,147,170,174
2650,5,6,31,80,174,269,422
2651,153,2002,3496,4686,9155,9184,9891
2652,100,325,1785,1885,3677,4944,5302
2653,6,7,12,14,25,28,31
2654,0,5,31,34,60,138,145
2655,108,174,175,220,525,663,675
2656,349,622,940,1031,1307,1318,1428
2657,12,25,87,109,251,269,278
2658,68,231,263,390,398,1127,1160
2659,42,74,109,138,272,387,448
2660,4034,5040,5609,10475,12925,16170,16842
2661,0,99,122,136,156,169,174
2662,74,80,153,156,174,220,368
2663,0,10,25,94,112,174,184
2664,108,174,574,604,620,874,938
2665,1526,2003,2315,3034,6581,8454,10892
2666,35,60,73,95,97,98,103
2667,12,13,16,25,61,81,83
2668,13,49,65,87,94,105,146
2669,100,112,138,153,251,278,351
2670,80,87,88,108,269,501,661
2671,2,16,35,42,83,95,96
2672,49,81,82,84,88,90,108
2673,12,210,2882,5087,6056,7106,8028
2674,13,61,87,179,269,505,1264
2675,2,12,49,81,84,87,94
2676,0,112,326,368,385,387,388
2677,0,218,574,841,1378,2002,3034
2678,140,3328,3939,7308,7929,8784,23548
2679,0,112,431,574,868,1336,1348
2680,786,832,1278,2494,2500,2575,2885
2681,173,540,1246,1699,1830,3333,3364
2682,7,169,184,351,366,431,525
2683,10,12,49,62,81,87,108
2684,5,718,1095,1159,1794,1805,3677
2685,80,108,138,153,251,269,325
2686,90,398,505,729,814,832,1101
2687,9,25,368,525,604,648,771
2688,0,71,76,80,94,108,112
2689,0,7,13,15,74,87,94
2690,159,178,351,395,398,620,796
2691,224,395,515,1915,3105,9747,17554
2692,7,80,84,87,88,91,110
2693,505,523,7499,7955,8414,10571,10662
2694,0,2,12,32,35,61,90
2695,34,81,91,112,392,437,574
2696,12,32,34,42,87,109,153
2697,87,90,156,325,387,454,505
2698,936,3530,5157,5310,7287,8288,8416
2699,83,95,138,247,301,795,3442
2700,0,13,269,351,510,1820,10968
2701,364,382,391,498,538,607,615
2702,87,464,730,850,1083,1434,3126
2703,35,94,251,505,2482,12549,13804
2704,49,73,87,94,95,138,204
2705,133,134,458,684,2173,3051,3733
2706,2,16,42,60,78,86,95
2707,0,10,25,80,246,392,453
2708,87,88,106,108,110,174,315
2709,81,87,91,94,106,108,110
2710,1959,2890,4070,5829,5949,6695,6783
2711,2,12,87,110,269,315,389
2712,32,49,78,454,724,1101,2482
2713,12,81,87,90,96,108,325
2714,12,13,32,61,81,110,222
2715,1,10,12,32,42,49,81
2716,12,4664,11123,11785,14725,16039,18050
2717,42,60,63,109,138,153,200
2718,711,12737,18730,20081,21159,27851,28435
2719,5,10,49,79,80,105,108
2720,2,12,150,414,505,729,1264
2721,90,5040,5274,10365,10680,21824,25514
2722,5842,10680,11189,24410,25514,28758,28760
2723,2,12,16,32,35,42,61
2724,16,42,63,73,95,97,120
2725,3050,10852,11936,12014,18205,20921,21295
2726,0,2,10,13,16,35,49
2727,2,16,32,35,42,61,90
2728,12,90,98,108,112,174,246
2729,12,61,83,505,3677,4301,5842
2730,76,591,675,9928,12085,14679,18120
2731,12,61,301,505,1884,2877,3050
2732,7,9,12,15,42,60,109
2733,12,42,81,83,94,96,138
2734,2,12,35,81,108,120,153
2735,12,97,138,153,251,385,454
2736,13,81,84,87,108,112,174
2737,42,108,112,153,301,431,505
2738,0,90,156,523,1063,7548,9466
2739,0,2,7,10,12,13,49
2740,1665,2002,2003,2040,2282,2377,2583
2741,90,95,4677,5842,7568,10571,15677
2742,488,4021,7128,7500,8104,8389,10681
2743,0,12,87,100,109,153,167
2744,12,61,81,311,389,604,659
2745,12,69,92,231,258,263,279
2746,12,61,87,98,138,153,311
2747,13,32,42,49,172,278,349
2748,682,4224,8329,8704,11076,11773,13766
2749,73,120,414,505,1063,1304,1884
2750,0,1,7,10,25,71,80
2751,81,108,110,174,207,220,303
2752,0,13,49,87,91,112,174
2753,159,174,510,1507,2284,2380,5115
2754,83,523,675,1264,3050,4117,5817
2755,1043,5040,7180,7795,10022,12088,15195
2756,0,6,188,210,220,278,404
2757,12,16,24,49,81,87,90
2758,25,174,317,457,749,1264,4747
2759,109,138,153,505,523,711,1024
2760,138,523,1033,1955,4577,5274,7064
2761,2,10,13,36,62,81,87
2762,138,697,5274,5842,7499,7957,9493
2763,60,100,153,167,172,190,212
2764,49,74,109,174,392,395,398
2765,432,1188,1526,1999,3120,3684,6367
2766,2,12,16,32,33,35,63
2767,13,16,35,84,87,110,251
2768,2,675,1806,2416,4246,4677,5357
2769,1,10,108,110,112,174,382
2770,978,1717,4497,7251,7929,10027,10701
2771,32,49,81,82,90,109,200
2772,25,351,508,510,832,1292,1894
2773,78,80,150,174,269,395,431
2774,0,28,42,82,94,109,156
2775,81,112,156,174,395,398,431
2776,2002,2040,2173,7896,12080,13681,14332
2777,0,2,10,12,16,32,35
2778,12,16,32,35,42,60,61
2779,0,32,395,583,620,1644,9531
2780,12,87,251,351,395,414,508
2781,0,2,12,13,16,25,32
2782,12,16,97,505,675,681,1063
2783,2877,4930,6929,7008,7575,7578,8192
2784,156,184,194,351,398,794,806
2785,25,114,315,354,395,398,623
2786,82,94,108,156,174,231,309
2787,164,1147,1277,1585,1626,1791,2002
2788,12,16,35,61,251,505,523
2789,49,87,108,110,113,315,325
2790,10,108,122,156,174,395,398
2791,80,83,108,395,525,593,758
2792,1161,1472,2390,2521,4021,9070,12007
2793,94,110,4117,5040,6263,17615,18502
2794,0,25,35,162,174,523,588
2795,13,87,389,414,620,1962,2640
2796,49,81,87,112,325,431,1291
2797,87,325,382,431,505,711,3034
2798,2002,3069,5397,10517,12965,13710,15202
2799,0,10,49,82,99,108,122
2800,16,505,729,7929,8784,12042,12999
2801,95,505,7128,7929,12999,13804,14945
2802,525,1095,2002,2377,3660,5613,6015
2803,684,1348,2002,2110,2377,2583,3660
2804,9,25,94,150,179,200,278
2805,392,432,1264,1481,2002,3245,3302
2806,16,505,520,680,1178,2499,3851
2807,181,222,368,832,11740,13628,15725
2808,414,2096,2479,3696,7308,14332,16152
2809,42,60,109,138,167,172,190
2810,109,153,723,729,921,2195,2479
2811,167,172,278,666,2762,2924,12085
2812,105,108,177,395,451,586,3141
2813,35,47,523,1220,4928,5880,10571
2814,0,10,61,83,87,120,140
2815,204,251,505,642,1063,3442,5040
2816,0,6,7,10,12,25,76
2817,0,156,832,1526,1579,2377,2489
2818,2,10,12,13,49,67,80
2819,0,80,388,398,414,505,523
2820,0,1,5,94,174,364,368
2821,84,325,389,395,594,706,1192
2822,12,16,32,35,42,49,63
2823,2,138,505,523,729,1264,2482
2824,0,6,10,12,13,15,25
2825,2,6,16,31,61,86,95
2826,0,14,365,366,368,400,527
2827,505,832,3126,5040,6507,9301,15470
2828,12,49,82,84,87,110,178
2829,42,156,376,729,10255,10680,13753
2830,202,562,641,2029,2175,2583,4812
2831,12,94,108,134,140,251,395
2832,42,81,138,220,523,729,832
2833,2,16,35,63,95,174,212
2834,2,12,16,32,49,61,86
2835,681,4488,8104,8264,10385,10680,10701
2836,2,16,32,35,42,61,73
2837,2,32,42,49,61,63,82
2838,0,10,49,174,214,398,512
2839,2,42,61,90,109,138,150
2840,2,12,16,32,42,63,83
2841,2,49,263,345,395,432,505
2842,2,1665,12095,21029,24266,27639,28653
2843,12,35,61,716,1101,4930,6770
2844,2,12,222,505,1043,12999,14785
2845,729,2482,3050,10892,13683,17881,19379
2846,0,2,10,12,13,15,16
2847,2,12,16,32,35,49,63
2848,2,114,116,269,431,589,1157
2849,467,775,4492,6783,8183,8821,9859
2850,9,13,25,222,376,1945,2264
2851,91,110,113,116,325,431,437
2852,87,112,650,832,1665,2002,2640
2853,12,80,88,110,112,431,499
2854,2,5,12,16,32,35,42
2855,84,108,112,431,795,796,868
2856,0,13,365,597,675,806,1095
2857,42,95,523,711,2482,7548,9466
2858,178,194,251,325,395,574,758
2859,2,5,8,9,10,13,25
2860,12,108,112,398,493,495,496
2861,83,97,505,9395,11040,12042,15183
2862,14712,14785,24266,24558,25090,27973,30665
2863,2,12,13,16,25,32,35
2864,2,8,12,16,32,35,42
2865,360,498,569,794,795,813,1097
2866,109,153,251,454,505,3050,5040
2867,1758,3490,3935,4579,4880,14000,17719
2868,0,2,7,8,12,13,15
2869,153,505,1101,2482,3050,8359,12014
2870,95,505,6095,11189,18493,26267,26851
2871,84,87,395,938,1820,8497,13496
2872,2,16,95,138,179,505,508
2873,10,12,16,32,49,61,81
2874,101,216,304,635,1724,1885,1984
2875,2,61,63,97,103,120,251
2876,12,35,49,61,80,87,94
2877,711,13521,13683,20081,27851,28435,29422
2878,16,35,42,98,138,153,376
2879,0,7,10,12,35,80,81
2880,63,1101,5040,5193,5221,6496,9301
2881,97,269,505,661,716,832,1101
2882,0,10,49,62,88,106,108
2883,120,663,2002,2377,2490,3660,6015
2884,7,49,82,87,269,273,368
2885,120,5186,6095,6164,6458,6770,7378
2886,61,95,145,150,174,505,666
2887,12,49,82,95,108,325,387
2888,12,675,10323,11377,12014,12085,15407
2889,0,10,62,94,108,202,218
2890,0,62,112,174,178,184,207
2891,7,28,77,87,88,304,403
2892,351,3660,3719,3960,5040,7050,7929
2893,12,73,80,84,87,88,108
2894,0,6,87,124,167,218,251
2895,0,5,10,13,25,49,76
2896,42,675,1101,1378,7957,8028,10892
2897,71,108,110,112,389,648,650
2898,0,6,106,174,351,422,431
2899,12,32,42,90,95,109,138
2900,97,138,251,311,505,523,729
2901,2,12,16,35,61,505,716
2902,2,12,16,60,61,63,95
2903,32,49,81,87,90,108,325
2904,0,5,7,10,94,108,112
2905,12,73,5538,12999,13614,24760,24918
2906,16,42,60,97,98,109,138
2907,106,269,508,569,832,1432,2050
2908,711,2122,7957,8033,12028,13521,26646
2909,65,90,96,505,681,2002,3050
2910,2,12,35,96,437,505,642
2911,10,101,107,112,136,210,272
2912,16,95,96,523,552,3050,4577
2913,140,304,414,452,2490,3233,3237
2914,24,222,301,454,458,1191,2282
2915,505,594,832,864,1095,1101,2898
2916,2,61,258,368,505,661,697
2917,138,167,190,200,251,454,507
2918,112,163,3793,6111,6343,9131,10457
2919,96,454,1884,2914,5274,6926,7499
2920,2,12,81,108,112,311,431
2921,108,112,174,398,594,620,888
2922,49,81,84,87,112,315,389
2923,81,95,138,315,505,675,1247
2924,1664,3333,3859,3981,4198,4710,4941
2925,230,231,246,1160,1223,1897,2040
2926,464,900,1095,2658,4366,6255,11189
2927,523,556,1264,10157,10571,11269,12085
2928,12,95,97,222,387,505,508
2929,2,13,25,32,67,71,84
2930,16,42,90,153,167,251,505
2931,0,698,806,1348,5193,8028,11189
2932,12,80,150,376,594,680,716
2933,0,7,16,87,172,269,385
2934,174,218,251,278,368,388,411
2935,5,9,25,71,80,113,265
2936,5,10,68,231,263,388,794
2937,15,396,451,458,2340,2628,3915
2938,0,1,7,10,76,106,108
2939,16,251,523,4179,5217,7896,10661
2940,60,109,138,153,159,167,190
2941,2,12,16,25,35,61,73
2942,0,12,368,953,1095,2377,3660
2943,34,90,729,5842,7826,10571,11014
2944,0,2,6,10,12,16,31
2945,62,81,84,87,90,110,112
2946,81,2379,2665,5407,6363,12122,19307
2947,81,99,220,301,523,753,758
2948,12,94,110,156,174,181,303
2949,28,140,414,505,1884,3696,3939
2950,0,62,108,112,134,156,167
2951,184,620,4913,6363,8114,15813,19147
2952,0,10,62,108,110,112,134
2953,62,81,107,202,305,354,388
2954,0,9,71,76,80,99,150
2955,0,94,174,226,237,369,431
2956,3141,4497,10390,11773,12835,13128,16774
2957,145,204,368,452,584,758,832
2958,106,390,415,566,621,635,662
2959,604,5027,6623,12032,15454,15658,21934
2960,16,153,7929,10715,12343,12999,13502
2961,0,2,10,12,61,87,96
2962,81,164,893,1190,1806,2377,3660
2963,251,743,832,1101,1390,2002,2749
2964,35,42,109,138,153,454,2482
2965,2,12,16,42,73,87,95
2966,25,80,174,391,398,464,525
2967,251,505,544,3409,4570,7831,8777
2968,5,84,87,222,315,349,1095
2969,2,5,86,194,213,293,388
2970,138,190,220,505,523,1337,5695
2971,0,10,62,108,112,325,594
2972,1761,2482,7957,12042,13383,22144,29179
2973,6,10,25,28,145,414,505
2974,12,35,95,220,251,505,675
2975,2,35,49,61,91,207,431
2976,35,95,97,190,201,251,301
2977,0,5,7,13,32,49,80
2978,25,28,267,635,1264,1456,1717
2979,91,110,385,556,1002,2282,10365
2980,2213,2482,5842,7498,13496,18258,22296
2981,84,505,2482,5274,7955,13804,21220
2982,0,2,5,12,16,32,35
2983,110,174,1264,1785,7630,12999,15575
2984,81,87,112,158,174,398,508
2985,138,220,684,697,758,971,1000
2986,251,391,456,578,696,794,864
2987,13,25,49,80,87,269,332
2988,87,251,398,458,620,661,809
2989,0,395,1897,2715,2755,3436,4580
2990,112,508,569,1000,3138,5408,6462
2991,90,94,122,153,172,178,190
2992,32,220,237,251,311,505,724
2993,16,108,112,675,2173,4366,5408
2994,167,184,395,515,523,577,756
2995,12,16,138,153,523,729,1063
2996,94,220,505,1101,2002,2583,3346
2997,10,25,87,99,184,432,437
2998,49,81,82,84,87,91,108
2999,12,16,32,35,42,49,95
3000,62,81,87,88,108,112,398
3001,7,10,12,13,49,81,87
3002,12,13,32,42,49,60,62
3003,3132,7499,11058,12402,18723,19899,28435
3004,16,73,80,81,87,96,325
3005,12,87,153,505,523,675,868
3006,153,583,837,859,2583,2626,3442
3007,32,94,112,184,269,325,387
3008,12,138,251,454,505,523,3050
3009,0,2,12,13,16,25,32
3010,12,16,87,95,251,414,505
3011,523,3050,5040,5296,7861,9213,10971
3012,32,97,138,153,251,278,414
3013,42,110,120,222,315,376,387
3014,2,9,10,13,68,71,83
3015,2,12,16,32,35,42,49
3016,1,7,12,13,49,79,80
3017,1264,5040,7548,7929,9466,10680,14682
